SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HEATING_FEATURES,FLOORING_FEATURES,UTILITIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,url,HAS_GARAGE,COOLING_FEATURES,BUYER_AGENCY_COMPENSATION,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PARK_DESCRIPTION,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,NUM_STORIES,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_PRICE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY10_EVENT_TYPE
MLS Listing,,Condo/Co-op,706 Hayes St,San Francisco,CA,94102,495000,1.0,1.0,San Francisco,,3088.0,1900.0,2,,321.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/706-Hayes-St-94102/home/187736558,San Francisco MLS,423912218,N,Y,37.7763478,-122.4281987,,,,5,3,NA,,497078.0,3821.0,77,Very bikeable,98,Walker's paradise,93,Rider's paradise,Minimal,Minimal,Minor,Minimal,"Places8 groceries, 21 restaurants, 7 parksTransit21, 22, 31, 37, 38, 38R, 49, 5, 5R, 6, 7, 800, 90, F, J, KBUS, KT, L-OWL, M, N, N-OWL, NBUS, TBUS","Sep 28, 2023",Listed (Active)San Francisco MLS #423912218,495000.0,,,,https://www.redfin.com/CA/San-Francisco/706-Hayes-St-94102/home/187736558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,708 Hayes St,San Francisco,CA,94102,795000,3.0,2.0,San Francisco,1332.0,3088.0,1900.0,2,597.0,476.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/708-Hayes-St-94102/home/187736351,San Francisco MLS,423912219,N,Y,37.77635,-122.4281723,,,,5,3,NA,597.0,799598.0,6097.0,77,Very bikeable,98,Walker's paradise,93,Rider's paradise,Minimal,Minimal,Minor,Minimal,"Places9 groceries, 21 restaurants, 7 parksTransit21, 22, 31, 37, 38, 38R, 49, 5, 5R, 6, 7, 800, 90, F, J, KBUS, KT, L-OWL, M, N, N-OWL, NBUS, TBUS","Sep 28, 2023",Listed (Active)San Francisco MLS #423912219,795000.0,,,,https://www.redfin.com/CA/San-Francisco/708-Hayes-St-94102/home/187736351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,633 Banks St,San Francisco,CA,94110,1595000,3.0,2.0,San Francisco,1613.0,1750.0,1951.0,2,989.0,,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/633-Banks-St-94110/home/1149859,San Francisco MLS,423760559,N,Y,37.7353982,-122.4128689,"Central, Gas","Tile, Wood",,3,3,5,989.0,1602101.0,11278.0,69,Bikeable,90,Walker's paradise,74,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places7 groceries, 37 restaurants, 3 parksTransit23, 24, 292, 397, 44, 54, 67, 8, 8AX, 9, 90, 9R","Sep 28, 2023",Listed (Active)San Francisco MLS #423760559,1595000.0,"Jul 20, 2018",PendingSan Francisco MLS #473230,NA,https://www.redfin.com/CA/San-Francisco/633-Banks-St-94110/home/1149859,,Central,,"Jul 13, 2018",Listed (Active)San Francisco MLS #473230,1295000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (5+ Unit),1486 - 1490 15th St,San Francisco,CA,94103,2300000,0.0,,San Francisco,6933.0,2374.0,1910.0,2,332.0,,Active,,,https://www.redfin.com/CA/San-Francisco/1486-15th-St-94103/home/993571,San Francisco MLS,423912841,N,Y,37.7669457,-122.4173489,,,,5,7,2,332.0,,16262.0,100,/100Biker's paradise,99,Walker's paradise,98,Rider's paradise,Severe,Minimal,Minor,Minimal,"Places7 groceries, 28 restaurants, 0 parksTransit12, 14, 14R, 22, 27, 292, 33, 397, 398, 49, 55, 6, 7, 714, 800, 9, 90, 9R, Blue-N, Blue-S, F, FCX, Green-N, Green-S, J, KBUS, KT, L-OWL, M, N, N-OWL, NBUS, Red-N, Red-S, TBUS, Yellow-N, Yellow-S","Sep 28, 2023",Listed (Active)San Francisco MLS #423912841,2300000.0,"Apr 26, 2004",DelistedSan Francisco MLS #263361,NA,https://www.redfin.com/CA/San-Francisco/1486-15th-St-94103/home/993571,,,,"Mar 4, 2004",ListedSan Francisco MLS #263361,885000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,280 Spear St Unit 31C,San Francisco,CA,94105,1995000,2.0,2.0,San Francisco,1270.0,54884.0,2020.0,2,1571.0,1378.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-31C/home/171848540,San Francisco MLS,423912949,N,Y,37.7903739,-122.3913812,"Central, Heat Pump","Tile, Wood",,5,3,NA,1571.0,1981574.0,15484.0,80,Very bikeable,96,Walker's paradise,100,/100Rider's paradise,NA,NA,NA,NA,"Places4 groceries, 17 restaurants, 5 parksTransit101, 114, 12, 130, 132, 14, 14R, 150, 154, 172, 25, 292, 38, 38R, 397, 398, 5, 5R, 6, 7, 701, 702, 703, 704, 705, 706, 707, 714, 9R, CB, E, F, FCX, HB, J, KT, L-OWL, M, N, N-OWL, NBUS, NL, O, OA, OX, RCH, SEA, TBUS, TC, V, VJO, W, Z","Sep 28, 2023",Listed (Active)San Francisco MLS #423912949,1995000.0,"Mar 12, 2021",,NA,https://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-31C/home/171848540,,Heat Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,2694 Bush St,San Francisco,CA,94115,1399000,3.0,1.0,LOWER PAC HTS,1471.0,,1900.0,2,951.0,497.0,Active,September-30-2023 01:00 PM,September-30-2023 03:00 PM,https://www.redfin.com/CA/San-Francisco/2694-Bush-St-94115/home/1031176,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040437,N,Y,37.786188,-122.441594,Electric,"Hardwood Flrs Throughout, Linoleum, Tile",,5,8,7,951.0,1393523.0,10389.0,83,Very bikeable,98,Walker's paradise,72,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places4 groceries, 23 restaurants, 3 parksTransit1, 2, 22, 24, 31, 38, 38R, 43, 5, 5R","Sep 28, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040437",1399000.0,,,,https://www.redfin.com/CA/San-Francisco/2694-Bush-St-94115/home/1031176,1.0,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2600 Green St,San Francisco,CA,94123,8500000,5.0,6.0,San Francisco,6865.0,3554.0,1916.0,2,1238.0,,Active,,,https://www.redfin.com/CA/San-Francisco/2600-Green-St-94123/home/1798506,San Francisco MLS,423912797,N,Y,37.7955573,-122.4421727,,Wood,,5,8,NA,1238.0,,60100.0,62,Bikeable,91,Walker's paradise,72,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places3 groceries, 26 restaurants, 1 parkTransit1, 101, 114, 130, 132, 150, 154, 172, 2, 22, 24, 28, 30, 43, 45, 91","Sep 28, 2023",Listed (Active)San Francisco MLS #423912797,8500000.0,,,,https://www.redfin.com/CA/San-Francisco/2600-Green-St-94123/home/1798506,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3140 Lyon St,San Francisco,CA,94123,2995000,4.0,4.0,San Francisco,3357.0,,1927.0,2,892.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/3140-Lyon-St-94123/home/1331997,San Francisco MLS,423912367,N,Y,37.8000047,-122.447321,,,,5,8,NA,892.0,3057206.0,21177.0,87,Very bikeable,92,Walker's paradise,63,Good transit,Minimal,Minor,Minor,Minimal,"Places3 groceries, 21 restaurants, 3 parksTransit1, 101, 114, 130, 132, 150, 154, 172, 2, 22, 24, 28, 30, 43, 45, 91","Sep 28, 2023",Listed (Active)San Francisco MLS #423912367,2995000.0,,,,https://www.redfin.com/CA/San-Francisco/3140-Lyon-St-94123/home/1331997,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1835 Franklin St #703,San Francisco,CA,94109,1349000,2.0,2.0,PACIFIC HEIGHTS,1492.0,8300.0,1965.0,2,904.0,1817.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/1835-Franklin-St-94109/unit-703/home/567315,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040398,N,Y,37.7915552,-122.4245357,Baseboard,Tile,,6,6,NA,904.0,,11355.0,74,Very bikeable,98,Walker's paradise,85,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places1 grocery, 18 restaurants, 4 parksTransit1, 101, 12, 130, 150, 19, 2, 27, 38, 38R, 45, 49, 90, C, PH","Sep 28, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040398",1349000.0,,,,https://www.redfin.com/CA/San-Francisco/1835-Franklin-St-94109/unit-703/home/567315,1.0,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2220 Castro St,San Francisco,CA,94131,4995000,4.0,4.5,San Francisco,3972.0,2622.0,1912.0,2,1258.0,,Active,October-1-2023 12:00 PM,October-1-2023 02:00 PM,https://www.redfin.com/CA/San-Francisco/2220-Castro-St-94131/home/843833,San Francisco MLS,423908660,N,Y,37.7436974,-122.4336147,Radiant Floor,Wood,,7,3,NA,1258.0,5009701.0,35318.0,55,Bikeable,84,Very walkable,76,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places6 groceries, 24 restaurants, 8 parksTransit24, 35, 36, 48, 52, J","Sep 28, 2023",Listed (Active)San Francisco MLS #423908660,4995000.0,"Dec 21, 2013",Pending (Contingent - Show)San Francisco MLS #415713,NA,https://www.redfin.com/CA/San-Francisco/2220-Castro-St-94131/home/843833,,,,"Dec 6, 2013",Listed (Active)San Francisco MLS #415713,3295000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
