SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,PRICE_PR_SQFT,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,HAS_GARAGE,HEATING_FEATURES,COOLING_FEATURES,BUYER_AGENCY_COMPENSATION,REDFIN_ESTIMATE,PARK_DESCRIPTION,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,FLOORING_FEATURES,UTILITIES,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,NUM_STORIES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY12_PRICE
MLS Listing,,Condo/Co-op,1127 Reed Ave Unit D,Sunnyvale,CA,94086,748800,2.0,1.0,SUNNYVALE,840.0,,1972.0,16.0,891.0,510.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Sunnyvale/1127-Reed-Ave-94086/unit-D/home/1428171,MLSListings,ML81941727,N,Y,37.3681708,-121.9989822,7,6,8,891.0,5804.0,74,Very bikeable,40,Car-dependent,36,Some transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 29 restaurants, 3 parksTransit20, 21, 22, 55, 56, ACE Gray, L1, L2, L3, L6, Rapid 522, School 255","Sep 13, 2023",Listed (Active)MLSListings #ML81941727,748800.0,,,,,,,,,,https://www.redfin.com/CA/Sunnyvale/1127-Reed-Ave-94086/unit-D/home/1428171,,"Baseboard, Electric",Ceiling Fan,2.5,749108.0,"Carport, On Street, Parking Area, Unassigned Spaces","Shower Over Tub, Updated Bath(s)","Breakfast Bar, Dining Area",Community Facility,Other (See Remarks),Public Utilities,,,,1.0,"Common Area Electricity, Exterior Painting, Garbage, Insurance (Liability), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Pools, Spa, or Tennis, Roof, Water",Monthly,Sunny Meadows,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1085 Reed Ave Unit D,Sunnyvale,CA,94086,723000,2.0,1.0,SUNNYVALE,840.0,,1972.0,16.0,861.0,510.0,Active,,,https://www.redfin.com/CA/Sunnyvale/1085-Reed-Ave-94086/unit-D/home/1113895,MLSListings,ML81941716,N,Y,37.3673774,-121.9998705,7,6,8,861.0,5622.0,74,Very bikeable,40,Car-dependent,36,Some transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 30 restaurants, 3 parksTransit20, 21, 22, 55, 56, ACE Gray, L1, L2, L3, L6, Rapid 522, School 255","Sep 13, 2023",Listed (Active)MLSListings #ML81941716,723000.0,,,,,,,,,,https://www.redfin.com/CA/Sunnyvale/1085-Reed-Ave-94086/unit-D/home/1113895,,"Baseboard, Electric",,2.5,721774.0,"Carport, On Street, Unassigned Spaces","Shower and Tub, Tile",Dining Area in Family Room,Community Facility,"Carpet, Tile, Vinyl/Linoleum",Public Utilities,,,,1.0,"Common Area Electricity, Exterior Painting, Garbage, Insurance (Liability), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Pools, Spa, or Tennis, Roof, Water",Monthly,Community Management Services,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1140 Karby Ter #302,Sunnyvale,CA,94089,1280000,2.0,2.0,SUNNYVALE,1002.0,,2015.0,18.0,1277.0,349.0,Active,,,https://www.redfin.com/CA/Sunnyvale/1140-Karby-Ter-94089/unit-302/home/95956959,MLSListings,ML81941519,N,Y,37.4055178,-122.0124279,4,5,6,1277.0,9399.0,74,Very bikeable,53,Somewhat walkable,45,Some transit,Severe,Minimal,Moderate,Minimal,"Places4 groceries, 25 restaurants, 6 parksTransit200, 55, 56, ACE Gray, ACE Red, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (Bypt-Foak), Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Express 121, Green Line Special, Green-Event, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 523, School 255, Special Event","Sep 11, 2023",Listed (Active)MLSListings #ML81941519,1280000.0,"May 29, 2018",Pending (Pending (Do Not Show))MLSListings #ML81704196,NA,"May 23, 2018",Listed (Active)MLSListings #ML81704196,898000.0,,,,https://www.redfin.com/CA/Sunnyvale/1140-Karby-Ter-94089/unit-302/home/95956959,1.0,Central Forced Air,Central Forced Air,2.5,1266831.0,Attached Garage,Double Sinks,Dining Area,Washer/Dryer,Vinyl/Linoleum,"Individual Electric Meters, Individual Gas Meters, Public Utilities",,,,,"Common Area Electricity, Exterior Painting, Insurance (Structure), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Maintenance (Road), Management Fee, Reserves, Roof",,Solaire,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,629 E El Camino Real #102,Sunnyvale,CA,94087,949889,2.0,2.5,SUNNYVALE,1171.0,,2006.0,20.0,811.0,530.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Sunnyvale/629-E-El-Camino-Real-94087/unit-102/home/12181283,MLSListings,ML81941357,N,Y,37.3613951,-122.0239426,5,7,6,811.0,7246.0,92,Biker's paradise,73,Very walkable,48,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 34 restaurants, 2 parksTransit20, 21, 22, 53, 55, 56, ACE Gray, BusBridge Caltrain (MPK-SCL)), L1, L2, L3, L4, L5, L6, Rapid 522, Rapid 523, School 255","Sep 9, 2023",Listed (Active)MLSListings #ML81941357,949889.0,,,,,,,,,,https://www.redfin.com/CA/Sunnyvale/629-E-El-Camino-Real-94087/unit-102/home/12181283,,Heat Pump,Central Forced Air,2.5,956853.0,Covered Parking,,Dining Area,"Inside, Washer/Dryer",Other (See Remarks),Public Utilities,,,,2.0,"Common Area Electricity, Exterior Painting, Garbage, Insurance (Common Area), Maintenance (Common Area), Maintenance (Exterior), Reserves, Roof, Water/Sewer",Monthly,homewisedocs,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,1205 Hollenbeck Ave,Sunnyvale,CA,94087,1190000,2.0,2.5,SUNNYVALE,1092.0,704.0,1981.0,21.0,1090.0,450.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Sunnyvale/1205-Hollenbeck-Ave-94087/home/1462618,MLSListings,ML81938908,N,Y,37.3538796,-122.0417681,9,7,8,1090.0,8864.0,83,Very bikeable,52,Somewhat walkable,34,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 18 restaurants, 3 parksTransit22, 51, 51H, 53, 55, 56, Rapid 522, Rapid 523, School 255","Sep 8, 2023",Listed (Active)MLSListings #ML81938908,1190000.0,"Feb 14, 2018",Pending (Pending (Do Not Show))MLSListings #ML81691541,NA,"Feb 7, 2018",Listed (Active)MLSListings #ML81691541,950000.0,,,,https://www.redfin.com/CA/Sunnyvale/1205-Hollenbeck-Ave-94087/home/1462618,1.0,Central Forced Air (Gas),Ceiling Fan,2.5,1202671.0,"Assigned Spaces, Attached Garage",,Dining Area in Living Room,,,Public Utilities,,,,2.0,"Common Area Electricity, Exterior Painting, Insurance, Landscaping/Gardening, Maintenance (Exterior), Roof",Monthly,Hollenbeck Condominium Association,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,1085 Tasman Dr #162,Sunnyvale,CA,94089,329900,3.0,2.0,SUNNYVALE,1333.0,,1993.0,21.0,247.0,,Active,,,https://www.redfin.com/CA/Sunnyvale/1085-Tasman-Dr-94089/unit-162/home/583718,MLSListings,ML81941259,N,Y,37.405034,-121.9996432,7,6,8,247.0,2333.0,74,Very bikeable,52,Somewhat walkable,45,Some transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 25 restaurants, 4 parksTransit200, 55, 56, 57, 59, ACE Gray, ACE Green, ACE Red, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), BusBridge (Bypt-Foak), Event Blue, Event Green, Event Orange, Event Special, Event-Blue, Event-Green, Event-Orange, Event-Special, Express 121, Green (Civc-OldI), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-North Portion, GreenN, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Santa Teresa, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, School 255, Special Event","Sep 8, 2023",Listed (Active)MLSListings #ML81941259,329900.0,,,,,,,,,,https://www.redfin.com/CA/Sunnyvale/1085-Tasman-Dr-94089/unit-162/home/583718,,Central Forced Air,"Ceiling Fan, Central Forced Air",4.0,325451.0,Carport,"Double Sinks, Shower and Tub",Dining Area,Washer/Dryer,,Public Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,1114 Lessing Ter,Sunnyvale,CA,94087,1449000,3.0,2.5,SUNNYVALE,1512.0,1500.0,2000.0,22.0,958.0,150.0,Active,September-30-2023 01:00 PM,September-30-2023 05:00 PM,https://www.redfin.com/CA/Sunnyvale/1114-Lessing-Ter-94087/home/1033865,MLSListings,ML81936538,N,Y,37.3552571,-122.028672,9,8,6,958.0,10395.0,83,Very bikeable,72,Very walkable,45,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 31 restaurants, 1 parkTransit20, 21, 22, 51, 51H, 53, 55, 56, ACE Gray, Rapid 522, Rapid 523, School 255","Sep 7, 2023",Listed (Active)MLSListings #ML81936538,1449000.0,"Nov 9, 2005",Listing RemovedMLSListings #ML80549222,NA,"Aug 24, 2005",ListedMLSListings #ML80549222,769000.0,,,,https://www.redfin.com/CA/Sunnyvale/1114-Lessing-Ter-94087/home/1033865,2.0,Central Forced Air (Gas),Central Forced Air,2.5,1479539.0,Attached Garage,"Double Sinks, 2+ Showers Over Tubs",Dining Area in Living Room,In Garage,"Laminate, Tile",Public Utilities,,,,,"Common Area Electricity, Exterior Painting, Insurance (Common Area), Maintenance (Common Area), Roof",Monthly,Sunnyvale Crescent,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1105 Reed Ave Unit C,Sunnyvale,CA,94086,748800,2.0,1.0,SUNNYVALE,917.0,,1972.0,22.0,817.0,510.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Sunnyvale/1105-Reed-Ave-94086/unit-C/home/1763937,MLSListings,ML81941113,N,Y,37.3674362,-121.9994264,7,6,8,817.0,5804.0,74,Very bikeable,40,Car-dependent,36,Some transit,Moderate,Minimal,Major,Minimal,"Places4 groceries, 29 restaurants, 3 parksTransit20, 21, 22, 55, 56, ACE Gray, L1, L2, L3, L6, Rapid 522, School 255","Sep 7, 2023",Listed (Active)MLSListings #ML81941113,748800.0,"Dec 11, 2009",Pending (Pending Without Release)MLSListings #ML80954482,NA,"Nov 20, 2009",Listed (Active)MLSListings #ML80954482,289000.0,,,,https://www.redfin.com/CA/Sunnyvale/1105-Reed-Ave-94086/unit-C/home/1763937,,"Baseboard, Forced Air",,2.5,746037.0,"Carport, Parking Area, Unassigned Spaces",,"Dining Area, Dining Bar","Coin-Operated, Community Facility",,Public Utilities,,,,1.0,"Garbage, Insurance (Common Area), Maintenance (Common Area), Maintenance (Exterior), Roof, Water",Monthly,Community Management Services,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1069 E Homestead Rd,Sunnyvale,CA,94087,1950000,4.0,3.0,SUNNYVALE,1907.0,6329.0,1957.0,22.0,1023.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Sunnyvale/1069-E-Homestead-Rd-94087/home/1754510,MLSListings,ML81941008,N,Y,37.3380584,-122.0040236,8,6,8,1023.0,13788.0,65,Bikeable,62,Somewhat walkable,29,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 30 restaurants, 3 parksTransit22, 23, 25, 53, 56, 57, Express 101, Rapid 522, Rapid 523","Sep 7, 2023",Listed (Active)MLSListings #ML81941008,1950000.0,,,,,,,,,,https://www.redfin.com/CA/Sunnyvale/1069-E-Homestead-Rd-94087/home/1754510,2.0,Central Forced Air (Gas),Other (See Remarks),2.5,,"Attached Garage, On Street","Shower Over Tub, Stall Shower",Dining Area,"In Garage, Tub/Sink, Washer/Dryer","Carpet, Tile, Vinyl/Linoleum, Wood",Public Utilities,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,3578 Rambla Pl #416,Santa Clara,CA,95051,1018000,1.0,1.0,SANTA CLARA,936.0,,2021.0,23.0,1088.0,618.0,Active,,,https://www.redfin.com/CA/Santa-Clara/3578-Rambla-Pl-95051/unit-416/home/173310968,MLSListings,ML81940994,N,Y,37.37516,-121.99491,5,6,8,1088.0,7816.0,71,Very bikeable,53,Somewhat walkable,36,Some transit,NA,NA,NA,NA,"Places2 groceries, 34 restaurants, 1 parkTransit20, 21, 55, 56, 57, ACE Gray, ACE Yellow, L1, L2, L3, L6, School 255","Sep 18, 2023",Price ChangedMLSListings #ML81940994,1018000.0,"Sep 6, 2023",Listed (Active)MLSListings #ML81940994,1030000.0,"Nov 25, 2020","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40928471",NA,"Nov 7, 2020","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40928471",899995.0,https://www.redfin.com/CA/Santa-Clara/3578-Rambla-Pl-95051/unit-416/home/173310968,1.0,Central Forced Air (Gas),Central Forced Air,2.5,998841.0,"Assigned Spaces, Covered Parking, Electric Car Hookup, On Street",Double Sinks,Dining Area in Living Room,"Inside, Washer/Dryer",,Public Utilities,,,,,"Common Area Electricity, Common Area Gas, Garbage, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Pools, Spa, or Tennis, Recreation Facility, Reserves, Roof",,Helsing,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,793 Santa Christina Ct,Sunnyvale,CA,94085,1424888,3.0,2.0,SUNNYVALE,1196.0,5217.0,1955.0,23.0,1191.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Sunnyvale/793-Santa-Christina-Ct-94085/home/1467531,MLSListings,ML81938789,N,Y,37.3958792,-122.0224497,3,5,6,1191.0,10075.0,75,Very bikeable,70,Very walkable,40,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 29 restaurants, 4 parksTransit20, 200, 21, 53, 55, 56, ACE Gray, ACE Red, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (Bypt-Foak), BusBridge Caltrain (MPK-SCL)), Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Express 121, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 523, School 255, Special Event","Sep 27, 2023",Price ChangedMLSListings #ML81938789,1424888.0,"Sep 7, 2023",Relisted (Active)MLSListings #ML81938789,NA,"Aug 29, 2023",Listing RemovedMLSListings #ML81938789,NA,"Aug 28, 2023",Listed (Active)MLSListings #ML81938789,1388888.0,https://www.redfin.com/CA/Sunnyvale/793-Santa-Christina-Ct-94085/home/1467531,2.0,Central Forced Air,,2.5,1423055.0,"Attached Garage, Off-Street Parking, On Street",,"Dining ""L""","In Garage, Tub/Sink","Hardwood, Tile",Public Utilities,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,425 Magritte Way,Mountain View,CA,94041,1749000,3.0,3.5,MOUNTAIN VIEW,1670.0,853.0,2009.0,23.0,1047.0,373.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Mountain-View/425-Magritte-Way-94041/home/28895567,MLSListings,ML81940879,N,Y,37.3858383,-122.0578865,6,7,8,1047.0,12740.0,86,Very bikeable,38,Car-dependent,43,Some transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 23 restaurants, 5 parksTransit200, 21, 22, 40, 51, 51H, 52, 53, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 6, 2023",Listed (Active)MLSListings #ML81940879,1749000.0,,,,,,,,,,https://www.redfin.com/CA/Mountain-View/425-Magritte-Way-94041/home/28895567,2.0,Central Forced Air,Central Forced Air,2.5,1748464.0,Attached Garage,,Dining Area,Washer/Dryer,,Public Utilities,,,,3.0,"Common Area Electricity, Common Area Gas, Insurance (Common Area), Maintenance (Common Area), Maintenance (Exterior), Maintenance (Road), Management Fee, Pools, Spa, or Tennis",Monthly,Mondrain HOA,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,787 N Fair Oaks Ave #5,Sunnyvale,CA,94085,839888,3.0,2.0,SUNNYVALE,1134.0,,1972.0,23.0,741.0,495.0,Active,September-30-2023 01:30 PM,September-30-2023 03:30 PM,https://www.redfin.com/CA/Sunnyvale/787-N-Fair-Oaks-Ave-94085/unit-5/home/1827890,MLSListings,ML81940865,N,Y,37.3933625,-122.0150961,3,5,6,741.0,6434.0,82,Very bikeable,69,Somewhat walkable,40,Some transit,Moderate,Minimal,Moderate,Minimal,"Places7 groceries, 24 restaurants, 5 parksTransit20, 200, 21, 55, 56, ACE Gray, ACE Red, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (Bypt-Foak), Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Express 121, Green Line Special, Green-Event, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 523, School 255, Special Event","Sep 28, 2023",Price ChangedMLSListings #ML81940865,839888.0,"Sep 6, 2023",Listed (Active)MLSListings #ML81940865,875000.0,"Nov 1, 2012",Pending (Contingent)MLSListings #ML81203676,NA,"Sep 27, 2012",Price Changed (Active)MLSListings #ML81203676,320000.0,https://www.redfin.com/CA/Sunnyvale/787-N-Fair-Oaks-Ave-94085/unit-5/home/1827890,,Central Forced Air,,2.5,831448.0,"Assigned Spaces, Carport, Common Parking Area, Guest/Visitor Parking",,Dining Area,,,Public Utilities,"Sep 27, 2012",Relisted (Active)MLSListings #ML81203676,NA,1.0,"Common Area Electricity, Exterior Painting, Garbage, Hot Water, Insurance (Common Area), Maintenance (Common Area), Management Fee, Reserves, Roof, Water",Monthly,Fair Oaks 90,"Mar 23, 2012",Pending (Contingent)MLSListings #ML81203676,NA,"Jan 31, 2012",Listed (Active)MLSListings #ML81203676,300000.0,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,892 Rosemary Ter,Sunnyvale,CA,94086,1349999,3.0,3.0,SUNNYVALE,1771.0,1526.0,2000.0,24.0,762.0,245.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Sunnyvale/892-Rosemary-Ter-94086/home/1031943,MLSListings,ML81940785,N,Y,37.3563495,-122.0144029,6,6,8,762.0,9790.0,73,Very bikeable,84,Very walkable,44,Some transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 29 restaurants, 2 parksTransit20, 21, 22, 53, 55, 56, ACE Gray, L1, L2, L3, L6, Rapid 522, Rapid 523, School 255","Sep 27, 2023",Price ChangedMLSListings #ML81940785,1349999.0,"Sep 16, 2023",Price ChangedMLSListings #ML81940785,1399999.0,"Sep 5, 2023",Listed (Active)MLSListings #ML81940785,1449888.0,,,,https://www.redfin.com/CA/Sunnyvale/892-Rosemary-Ter-94086/home/1031943,2.0,Central Forced Air,Central Forced Air,2.5,1331516.0,"Attached Garage, Common Parking Area, Guest/Visitor Parking",,Dining Area,In Garage,"Carpet, Hardwood, Stone, Tile",Public Utilities,,,,3.0,"Insurance (Liability), Insurance (Structure), Landscaping/Gardening, Maintenance (Common Area), Roof",Monthly,Maria Oaks Development Homeowners Assoc.,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,3715 Terstena Pl #312,Santa Clara,CA,95051,849000,2.0,2.0,SANTA CLARA,1360.0,,1982.0,24.0,624.0,775.0,Active,,,https://www.redfin.com/CA/Santa-Clara/3715-Terstena-Pl-95051/unit-312/home/1532317,MLSListings,ML81940727,N,Y,37.3582351,-121.9989378,7,6,8,624.0,6778.0,71,Very bikeable,66,Somewhat walkable,40,Some transit,Moderate,Minimal,Moderate,Minimal,"Places4 groceries, 38 restaurants, 3 parksTransit20, 21, 22, 53, 56, 57, ACE Gray, L1, L2, L3, L6, Rapid 522","Sep 5, 2023",Listed (Active)MLSListings #ML81940727,849000.0,"Dec 19, 2020",Pending (Pending (Do Not Show))MLSListings #ML81821403,NA,"Nov 24, 2020",Listed (Active)MLSListings #ML81821403,849000.0,,,,https://www.redfin.com/CA/Santa-Clara/3715-Terstena-Pl-95051/unit-312/home/1532317,1.0,"Central Forced Air, Fireplace",Central Forced Air,2.5,851776.0,"Assigned Spaces, Common Parking Area, Covered Parking, Guest/Visitor Parking, Underground Parking",,"Breakfast Bar, Formal Dining Room","Electricity Hookup (220V), Inside, Washer/Dryer","Carpet, Laminate, Vinyl/Linoleum",Public Utilities,,,,1.0,"Exterior Painting, Fencing, Garbage, Insurance (Common Area), Insurance (Hazard), Landscaping/Gardening, Maintenance (Exterior), Maintenance (Road), Management Fee, Pools, Spa, or Tennis, Recreation Facility, Reserves, Roof, Water, Water/Sewer",Monthly,Mirimar Terrace HOA,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,922 Noble Fir Ter #1,Sunnyvale,CA,94086,1207678,2.0,2.0,PONDEROSA,1078.0,500.0,2023.0,27.0,1120.0,394.0,Active,,,https://www.redfin.com/CA/Sunnyvale/922-Noble-Fir-Ter-94086/unit-1/home/187328256,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037939,N,Y,37.3577694,-122.0159324,6,6,8,1120.0,8933.0,79,Very bikeable,78,Very walkable,44,Some transit,NA,NA,NA,NA,"Places6 groceries, 30 restaurants, 2 parksTransit20, 21, 22, 53, 55, 56, ACE Gray, L1, L2, L3, L6, Rapid 522, Rapid 523, School 255","Sep 15, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41037939",1207678.0,"Sep 2, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037939",1282678.0,,,,,,,https://www.redfin.com/CA/Sunnyvale/922-Noble-Fir-Ter-94086/unit-1/home/187328256,2.0,Forced Air,Central Air,2.5,1200305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (5+ Unit),889 W El Camino Real,Sunnyvale,CA,94087,2100000,5.0,6.0,SUNNYVALE,2838.0,16871.0,1954.0,28.0,740.0,,Active,,,https://www.redfin.com/CA/Sunnyvale/889-W-El-Camino-Real-94087/home/1392017,MLSListings,ML81940499,N,Y,37.37144,-122.043487,7,7,8,740.0,14848.0,83,Very bikeable,88,Very walkable,44,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 28 restaurants, 3 parksTransit20, 21, 22, 53, 55, 56, BusBridge Caltrain (MPK-SCL)), L1, L2, L3, L4, L5, L6, Rapid 522, Rapid 523, School 255","Sep 1, 2023",Listed (Active)MLSListings #ML81940499,2100000.0,,,,,,,,,,https://www.redfin.com/CA/Sunnyvale/889-W-El-Camino-Real-94087/home/1392017,4.0,Wall Furnace,,2.5,,"Carport, Detached, Uncovered Parking",,,,"Carpet, Laminate, Vinyl/Linoleum",Public Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,
