SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,FLOORING_FEATURES,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,url,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,Transit Score,Transit Score_type,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY12_PRICE,PRICE_HISTORY13_EVENT_DATE,PRICE_HISTORY13_EVENT_TYPE,PRICE_HISTORY13_PRICE,PRICE_HISTORY14_EVENT_DATE,PRICE_HISTORY14_EVENT_TYPE,PRICE_HISTORY14_PRICE
MLS Listing,,Single Family Residential,85 Prospect Ave,Los Gatos,CA,95030,2449000,4.0,4.0,LOS GATOS,2432.0,4057.0,1950.0,11.0,1007.0,,Active,September-30-2023 02:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Los-Gatos/85-Prospect-Ave-95030/home/1144962,MLSListings,ML81942378,N,Y,37.2183655,-121.9815909,"Attached Garage, Off-Street Parking",1.0,"Full on Ground Floor, 2+ Tubs, Updated Bath(s)","Breakfast Nook, Eat in Kitchen","Inside, Washer/Dryer","Hardwood, Tile",Central Forced Air,"Central Forced Air, Heating (2+ Zones)",Public Utilities,2.0,8,8,10,2.5,1007.0,2458734.0,17316.0,34,Somewhat bikeable,60,Somewhat walkable,Minimal,Major,Moderate,Minimal,"Places1 grocery, 30 restaurants, 6 parksTransit27, 37, 61","Sep 19, 2023",Listed (Active)MLSListings #ML81942378,2449000.0,"Nov 30, 2019",Pending (Pending (Do Not Show))MLSListings #ML81774355,NA,"Nov 10, 2019",ContingentMLSListings #ML81774355,NA,"Nov 1, 2019",Listed (Active)MLSListings #ML81774355,1649000.0,,,,https://www.redfin.com/CA/Los-Gatos/85-Prospect-Ave-95030/home/1144962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,13441 Indian Trail Rd,Los Gatos,CA,95033,1299000,5.0,3.0,LOS GATOS,1841.0,212094.0,1970.0,12.0,706.0,,Active,,,https://www.redfin.com/CA/Los-Gatos/13441-Indian-Trail-Rd-95033/home/2394727,MLSListings,ML81942309,N,Y,37.2458402,-122.1261896,"Attached Garage, Carport, Common Parking Area, Covered Parking, Parking Area, Room for Oversized Vehicle, Uncovered Parking",1.0,"Shower and Tub, Stall Shower, Tub, Tub in Master Bedroom, Other (See Remarks)","Dining Area, Formal Dining Room","Dryer, Washer","Carpet, Laminate, Tile, Wood","Ceiling Fan, Window/Wall Unit","Baseboard, Central Forced Air (Gas), Fireplace, Individual Room Controls, Propane, Solar and Gas, Solar with Backup","Generator, Natural Gas, Public Utilities, Solar Panels - Owned",2.0,NA,NA,10,2.5,706.0,1307665.0,9185.0,2,Somewhat bikeable,0,Car-dependent,Minimal,Major,Minimal,Minimal,"Places2 groceries, 15 restaurants, 28 parksTransit25, 35, 35E, 51, 51H, 55","Sep 18, 2023",Listed (Active)MLSListings #ML81942309,1299000.0,,,,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/13441-Indian-Trail-Rd-95033/home/2394727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,17665 Tourney Rd,Los Gatos,CA,95030,6234000,5.0,4.5,LOS GATOS,5160.0,46658.0,1997.0,14.0,1208.0,,Active,,,https://www.redfin.com/CA/Los-Gatos/17665-Tourney-Rd-95030/home/915323,MLSListings,ML81942210,N,Y,37.2127146,-121.9683512,"Attached Garage, Electric Gate, Gate/Door Opener, Off-Street Parking, Room for Oversized Vehicle",3.0,"Double Sinks, Marble, Jack & Jill, Primary - Oversized Tub, Primary (Stall Shower(s)), 2+ Showers Over Tubs, Skylight, 2+ Stall Shower","Formal Dining Room, Sunken Dining Area","In Utility Room, Inside, Tub/Sink, Washer/Dryer","Carpet, Hardwood, Marble, Stone, Tile, Travertine","Ceiling Fan, Central Forced Air, Multi-Zone","Central Forced Air, Forced Air, Gas, Heating (2+ Zones)","Individual Electric Meters, Individual Gas Meters, Public Utilities",2.0,8,8,10,2.5,1208.0,6221950.0,44078.0,15,Somewhat bikeable,11,Car-dependent,Minimal,Moderate,Moderate,Minimal,"Places1 grocery, 23 restaurants, 5 parksTransit27, 61","Sep 16, 2023",Listed (Active)MLSListings #ML81942210,6234000.0,,,,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/17665-Tourney-Rd-95030/home/915323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,453 Alberto Way Unit D159,Los Gatos,CA,95032,565000,1.0,1.0,LOS GATOS,768.0,1866.0,1978.0,14.0,736.0,506.0,Active,,,https://www.redfin.com/CA/Los-Gatos/453-Alberto-Way-95032/unit-D159/home/1217549,MLSListings,ML81942186,N,Y,37.2284481,-121.9717677,"Assigned Spaces, Electric Gate, Gate/Door Opener",,,"Breakfast Bar, Formal Dining Room","Inside, Washer/Dryer","Carpet, Tile, Wood",,Radiant,Public Utilities,1.0,8,8,10,2.5,736.0,576174.0,4501.0,79,Very bikeable,55,Somewhat walkable,Moderate,Major,Moderate,Minimal,"Places2 groceries, 14 restaurants, 4 parksTransit27, 37, 61","Sep 16, 2023",Listed (Active)MLSListings #ML81942186,565000.0,"Jan 20, 2009",Listing RemovedMLSListings #ML80814753,NA,"Dec 11, 2008",ContingentMLSListings #ML80814753,NA,"Aug 13, 2008",Price ChangedMLSListings #ML80814753,387000.0,"Jun 11, 2008",ListedMLSListings #ML80814753,392500.0,https://www.redfin.com/CA/Los-Gatos/453-Alberto-Way-95032/unit-D159/home/1217549,"Common Area Electricity, Exterior Painting, Fencing, Garbage, Insurance (Common Area), Maintenance (Common Area), Pools, Spa, or Tennis, Recreation Facility, Roof",Monthly,Los Gatos Commons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Other,0 Walla Walla Trl,Los Gatos,CA,95030,370000,,,LOS GATOS,,90169.0,,15.0,,174.0,Active,,,https://www.redfin.com/CA/Los-Gatos/0-Walla-Walla-95030/home/169754084,MLSListings,ML81942040,N,Y,37.2282317,-121.9871217,,,,,,,,,Electricity (On Site),,NA,NA,NA,3.0,,,2790.0,42,Somewhat bikeable,82,Very walkable,NA,NA,NA,NA,"Places2 groceries, 34 restaurants, 2 parksTransit27, 37, 57, 61","Sep 15, 2023",Listed (Active)MLSListings #ML81942040,370000.0,"Oct 2, 2020",ContingentMLSListings #ML81723171,NA,"Sep 30, 2020",Price ChangedMLSListings #ML81723171,125000.0,"Sep 22, 2020",Relisted (Active)MLSListings #ML81723171,NA,"Sep 10, 2020",Pending (Pending (Do Not Show))MLSListings #ML81723171,NA,https://www.redfin.com/CA/Los-Gatos/0-Walla-Walla-95030/home/169754084,"Maintenance (Common Area), Maintenance (Road), Recreation Facility, Water",,"Chemeketa Park Mutual Water, not an HOA",,,"Apr 22, 2020",Relisted (Active)MLSListings #ML81723171,NA,"Apr 21, 2020",ContingentMLSListings #ML81723171,NA,"Jul 10, 2019",Relisted (Active)MLSListings #ML81723171,NA,"Jan 9, 2019",Relisted (Active)MLSListings #ML81723171,NA,"Jan 9, 2019",Price ChangedMLSListings #ML81723171,175000.0,"Jan 5, 2019",Listing RemovedMLSListings #ML81723171,NA,"Jan 5, 2019",Listing RemovedMLSListings #ML81723171,NA,"Sep 18, 2018",Listed (Active)MLSListings #ML81723171,199000.0,,,
MLS Listing,,Single Family Residential,17675 Navajo Trl,Los Gatos,CA,95033,1075000,3.0,2.0,LOS GATOS,1300.0,8725.0,1991.0,16.0,827.0,212.0,Active,October-1-2023 01:30 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Los-Gatos/17675-Navajo-Trl-95033/home/1419372,MLSListings,ML81941982,N,Y,37.1605448,-121.9795028,"Off-Street Parking, Parking Area, Uncovered Parking",,"Full on Ground Floor, Shower and Tub, Stall Shower",No Formal Dining Room,,Slate,Central Forced Air,"Central Forced Air, Stove (Propane)",Propane On Site,2.0,8,8,10,2.5,827.0,1111618.0,7813.0,5,Somewhat bikeable,0,Car-dependent,Minimal,Moderate,Minor,Minimal,"Places2 groceries, 21 restaurants, 8 parksTransit27, 61","Sep 14, 2023",Listed (Active)MLSListings #ML81941982,1075000.0,"Mar 7, 2001",Listing RemovedMLSListings #ML80103996,NA,"Jan 26, 2001",ListedMLSListings #ML80103996,579500.0,,,,,,,https://www.redfin.com/CA/Los-Gatos/17675-Navajo-Trl-95033/home/1419372,"Maintenance (Road), Water",Monthly,Chemeketa Park Mutual Water Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,259 Edelen Ave,Los Gatos,CA,95030,2695000,3.0,3.0,LOS GATOS,1648.0,6027.0,1912.0,16.0,1635.0,,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Los-Gatos/259-Edelen-Ave-95030/home/912766,MLSListings,ML81940211,N,Y,37.2264138,-121.9796648,"Detached, On Street, Parking Restrictions",2.0,"Double Sinks, Full on Ground Floor, Jack & Jill, Primary (Stall Shower(s)), 2+ Showers Over Tubs, Tile","Breakfast Bar, Dining Area","In Utility Room, Washer/Dryer","Carpet, Hardwood",Central Forced Air,Central Forced Air,Public Utilities,2.0,8,8,10,2.5,1635.0,2698587.0,19055.0,72,Very bikeable,96,Walker's paradise,Minimal,Moderate,Moderate,Minimal,"Places1 grocery, 33 restaurants, 0 parksTransit27, 37, 61","Sep 14, 2023",Listed (Active)MLSListings #ML81940211,2695000.0,"Jun 20, 2014",Pending (Pending (Do Not Show))MLSListings #ML81417870,NA,"May 22, 2014",ListedMLSListings #ML81417870,1599999.0,"May 22, 2014",Listing RemovedMLSListings #ML81417870,NA,,,,https://www.redfin.com/CA/Los-Gatos/259-Edelen-Ave-95030/home/912766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,18540 Bicknell Rd,Monte Sereno,CA,95030,6800000,6.0,4.5,MONTE SERENO,6059.0,67852.0,1989.0,16.0,1122.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Monte-Sereno/18540-Bicknell-Rd-95030/home/701482,MLSListings,ML81934617,N,Y,37.2498348,-121.9949733,"Attached Garage, Electric Gate, Guest/Visitor Parking",3.0,"Bidet, Double Sinks, Half on Ground Floor, Marble, Primary (Tub w/ Jets), Shower Over Tub, Stall Shower, 2+ Stall Shower, Tile","Eat in Kitchen, Formal Dining Room","Tub/Sink, Upper Floor, Washer/Dryer","Carpet, Hardwood, Marble, Tile","Central Forced Air, Multi-Zone","Central Forced Air (Gas), Heating (2+ Zones)",Public Utilities,2.0,9,NA,8,2.5,1122.0,6796443.0,48080.0,26,Somewhat bikeable,6,Car-dependent,Moderate,Moderate,Moderate,Minimal,"Places3 groceries, 16 restaurants, 3 parksTransit26, 27, 37, 51, 57","Sep 14, 2023",Listed (Active)MLSListings #ML81934617,6800000.0,,,,,,,,,,,,,https://www.redfin.com/CA/Monte-Sereno/18540-Bicknell-Rd-95030/home/701482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,17800 Tourney Rd,Los Gatos,CA,95030,2100000,0.0,,LOS GATOS,1.0,32088.0,1970.0,17.0,2100000.0,,Active,,,https://www.redfin.com/CA/Los-Gatos/17800-Tourney-Rd-95030/home/176541216,MLSListings,ML81941829,N,Y,37.2110259,-121.9675822,Detached,2.0,,Other (See Remarks),,,,Other (See Remarks),Other (See Remarks),,8,8,10,2.0,2100000.0,2093836.0,14848.0,15,Somewhat bikeable,6,Car-dependent,Minimal,Moderate,Moderate,Minimal,"Places1 grocery, 24 restaurants, 5 parksTransit27, 61","Sep 13, 2023",Listed (Active)MLSListings #ML81941829,2100000.0,,,,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/17800-Tourney-Rd-95030/home/176541216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,14430 Old Japanese Rd,Los Gatos,CA,95033,1300000,3.0,2.0,LOS GATOS,1854.0,217887.0,1985.0,17.0,701.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Los-Gatos/14430-Old-Japanese-Rd-95033/home/2401326,MLSListings,ML81940547,N,Y,37.1218279,-121.995051,"Detached, Off-Site Parking, Off-Street Parking, Room for Oversized Vehicle, Workshop in Garage",2.0,"Double Sinks, Shower and Tub, Stall Shower, Stone",Dining Area in Living Room,"Electricity Hookup (220V), In Utility Room, Inside, Washer/Dryer","Carpet, Tile, Wood",,Central Forced Air (Gas),"Propane On Site, Public Utilities",1.0,NA,NA,10,2.5,701.0,1306032.0,9192.0,2,Somewhat bikeable,0,Car-dependent,Minimal,Major,Minor,Minimal,"Places8 groceries, 16 restaurants, 5 parksTransit17, 35, 35E, Route 6","Sep 13, 2023",Listed (Active)MLSListings #ML81940547,1300000.0,,,,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/14430-Old-Japanese-Rd-95033/home/2401326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,21507 Betty Ann Ct,Los Gatos,CA,95033,1275000,3.0,2.5,LOS GATOS,1406.0,8500.0,1990.0,17.0,907.0,,Active,September-30-2023 12:00 PM,September-30-2023 03:00 PM,https://www.redfin.com/CA/Los-Gatos/21507-Betty-Ann-Ct-95033/home/916642,MLSListings,ML81941685,N,Y,37.1560842,-121.9825682,On Street,,"Double Sinks, Half on Ground Floor, Shower and Tub, Stall Shower, Tile, Updated Bath(s)",Dining Area,Inside,"Carpet, Hardwood, Tile",Central Forced Air,Central Forced Air,"Propane On Site, Public Utilities",2.0,8,8,10,2.5,907.0,1276337.0,9015.0,9,Somewhat bikeable,26,Car-dependent,Minimal,Moderate,Minor,Minimal,"Places3 groceries, 21 restaurants, 9 parksTransit17, 27, 35, 35E, 61","Sep 13, 2023",Listed (Active)MLSListings #ML81941685,1275000.0,"Oct 19, 2014",ContingentMLSListings #ML81411866,NA,"Sep 26, 2014",Price ChangedMLSListings #ML81411866,499950.0,"Aug 6, 2014",Price ChangedMLSListings #ML81411866,539900.0,"Jul 16, 2014",Price ChangedMLSListings #ML81411866,559900.0,https://www.redfin.com/CA/Los-Gatos/21507-Betty-Ann-Ct-95033/home/916642,,,,,,"May 5, 2014",Price ChangedMLSListings #ML81411866,579900.0,"Apr 10, 2014",Listed (Active)MLSListings #ML81411866,599900.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,5503 Copeland Ct,San Jose,CA,95124,2398000,4.0,2.5,SAN JOSE,2241.0,8000.0,1968.0,18.0,1070.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/5503-Copeland-Ct-95124/home/913528,MLSListings,ML81940962,N,Y,37.2374741,-121.9195973,"Attached Garage, On Street",2.0,"Double Sinks, Granite, Half on Ground Floor, Shower and Tub, Updated Bath(s)",Formal Dining Room,"Inside, Washer/Dryer","Hardwood, Tile",Whole House Fan,Forced Air,"Public Utilities, Solar Panels - Owned",2.0,7,9,8,2.5,1070.0,2496915.0,16955.0,53,Bikeable,40,Car-dependent,Moderate,Moderate,Moderate,Minimal,"Places4 groceries, 15 restaurants, 5 parksTransit27, 37, 61, 64B, Express 101","Sep 28, 2023",Price ChangedMLSListings #ML81940962,2398000.0,"Sep 20, 2023",Price ChangedMLSListings #ML81940962,2498000.0,"Sep 12, 2023",Listed (Active)MLSListings #ML81940962,2688000.0,,,,,,,https://www.redfin.com/CA/San-Jose/5503-Copeland-Ct-95124/home/913528,,,,25,Some transit,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,21445 Roaring Water Way,Los Gatos,CA,95033,1620000,5.0,3.0,LOS GATOS,3071.0,7118.0,1953.0,18.0,528.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Los-Gatos/21445-Roaring-Water-Way-95033/home/1091135,MLSListings,ML81941606,N,Y,37.1588402,-121.971017,"Carport, Covered Parking, Guest/Visitor Parking, Off-Site Parking",,"Double Sinks, Dual Flush Toilet, Full on Ground Floor, Shower Over Tub, Stall Shower, 2+ Stall Shower, Tile, Updated Bath(s)","Breakfast Bar, Dining Area in Living Room","Electricity Hookup (220V), In Utility Room, Inside, Washer/Dryer","Carpet, Hardwood, Tile","Ceiling Fan, Central Forced Air, Multi-Zone, Whole House Fan","Central Forced Air (Gas), Heating (2+ Zones), Radiant","Propane On Site, Public Utilities",2.0,8,8,10,2.5,528.0,1710635.0,11454.0,4,Somewhat bikeable,0,Car-dependent,Minimal,Major,Minor,Minimal,"Places3 groceries, 21 restaurants, 8 parksTransit27, 61","Sep 29, 2023",Price ChangedMLSListings #ML81941606,1620000.0,"Sep 27, 2023",Price ChangedMLSListings #ML81941606,1680000.0,"Sep 12, 2023",Listed (Active)MLSListings #ML81941606,1720000.0,"May 27, 2021",ContingentMLSListings #ML81840507,NA,"Apr 29, 2021",Listed (Active)MLSListings #ML81840507,1599000.0,https://www.redfin.com/CA/Los-Gatos/21445-Roaring-Water-Way-95033/home/1091135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,80 Reservoir Rd,Los Gatos,CA,95030,6250000,5.0,4.5,LOS GATOS,5584.0,37482.0,2008.0,18.0,1119.0,,Active,,,https://www.redfin.com/CA/Los-Gatos/80-Reservoir-Rd-95030/home/12180952,MLSListings,ML81940910,N,Y,37.218487,-121.9811244,"Attached Garage, Electric Car Hookup, Electric Gate, Guest/Visitor Parking, Workshop in Garage",3.0,,"Breakfast Nook, Eat in Kitchen, Formal Dining Room","Inside, Washer/Dryer","Carpet, Hardwood, Marble, Tile","Central Forced Air, Multi-Zone",Central Forced Air,Public Utilities,2.0,8,8,10,2.5,1119.0,6190031.0,44191.0,34,Somewhat bikeable,60,Somewhat walkable,Minimal,Moderate,Moderate,Minimal,"Places1 grocery, 29 restaurants, 6 parksTransit27, 37, 61","Sep 12, 2023",Listed (Active)MLSListings #ML81940910,6250000.0,"Jul 14, 2015",Pending (Pending (Do Not Show))MLSListings #ML81456213,NA,"Jun 23, 2015",ContingentMLSListings #ML81456213,NA,"Mar 21, 2015",Listed (Active)MLSListings #ML81456213,4399000.0,,,,https://www.redfin.com/CA/Los-Gatos/80-Reservoir-Rd-95030/home/12180952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,24705 Spanish Oaks Rd,Los Gatos,CA,95033,1599000,4.0,3.5,LOS GATOS,2685.0,166791.0,1970.0,18.0,596.0,,Active,,,https://www.redfin.com/CA/Unknown/24705-Spanish-Oaks-Rd-95033/home/185213605,MLSListings,ML81941507,N,Y,37.1144067,-121.9780019,"Attached Garage, Off-Street Parking",2.0,,Dining Area,"In Utility Room, Inside, Washer/Dryer",,Central Forced Air,"Central Forced Air (Gas), Heating (2+ Zones), Propane","Propane On Site, Public Utilities",2.0,NA,NA,NA,2.5,596.0,,11306.0,6,Somewhat bikeable,6,Car-dependent,Minimal,Moderate,Minor,Minimal,"Places8 groceries, 15 restaurants, 3 parksTransit17, 27, 35, 35E, Route 6","Sep 12, 2023",Listed (Active)MLSListings #ML81941507,1599000.0,"Apr 12, 2021",ContingentMLSListings #ML81836739,NA,"Mar 31, 2021",Listed (Active)MLSListings #ML81836739,1275000.0,,,,,,,https://www.redfin.com/CA/Unknown/24705-Spanish-Oaks-Rd-95033/home/185213605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,337 Johnson Ave,Los Gatos,CA,95030,2799000,3.0,2.5,LOS GATOS,2030.0,5097.0,1952.0,18.0,1379.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Los-Gatos/337-Johnson-Ave-95030/home/949104,MLSListings,ML81941583,N,Y,37.2180563,-121.9689643,"Attached Garage, Off-Street Parking, On Street",1.0,"Double Sinks, Full on Ground Floor, Half on Ground Floor, Primary (Stall Shower(s)), Primary (Sunken Tub), Primary (Tub w/ Jets), Skylight, 2+ Stall Shower, Tile","Breakfast Bar, Dining Area, Eat in Kitchen, Skylight(s)","In Utility Room, Inside, Tub/Sink","Carpet, Hardwood, Tile","Ceiling Fan, Central Forced Air",Central Forced Air (Gas),Public Utilities,2.0,8,8,10,2.5,1379.0,2975127.0,19791.0,31,Somewhat bikeable,39,Car-dependent,Minimal,Major,Moderate,Minimal,"Places0 groceries, 22 restaurants, 4 parksTransit27, 61","Sep 29, 2023",Price ChangedMLSListings #ML81941583,2799000.0,"Sep 12, 2023",Listed (Active)MLSListings #ML81941583,2998000.0,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/337-Johnson-Ave-95030/home/949104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,167 Bersano Ln,Los Gatos,CA,95030,3100000,3.0,2.5,LOS GATOS,2196.0,5366.0,2007.0,18.0,1412.0,328.0,Active,,,https://www.redfin.com/CA/Los-Gatos/167-Bersano-Ln-95030/home/23041271,MLSListings,ML81939305,N,Y,37.245068,-121.971591,Attached Garage,2.0,"Double Sinks, Oversized Tub, Primary (Stall Shower(s))","Breakfast Bar, Formal Dining Room",In Garage,"Hardwood, Tile",Central Forced Air,Central Forced Air,Public Utilities,2.0,8,8,10,2.5,1412.0,3108214.0,22247.0,37,Somewhat bikeable,19,Car-dependent,Minimal,Moderate,Moderate,Minimal,"Places3 groceries, 19 restaurants, 8 parksTransit27, 37, 61","Sep 29, 2023",Price ChangedMLSListings #ML81939305,3100000.0,"Sep 12, 2023",Listed (Active)MLSListings #ML81939305,3099950.0,"Apr 19, 2017",Pending (Pending (Do Not Show))MLSListings #ML81645853,NA,"Apr 7, 2017",Listed (Active)MLSListings #ML81645853,2199000.0,,,,https://www.redfin.com/CA/Los-Gatos/167-Bersano-Ln-95030/home/23041271,"Common Area Electricity, Common Area Gas, Insurance (Common Area), Maintenance (Road)",Monthly,Compass Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,15985 Shannon Rd,Los Gatos,CA,95032,7250000,5.0,4.5,LOS GATOS,4990.0,30000.0,2008.0,19.0,1453.0,,Active,,,https://www.redfin.com/CA/Los-Gatos/15985-Shannon-Rd-95032/home/1469047,MLSListings,ML81938342,N,Y,37.2287326,-121.949108,Detached,2.0,"Full on Ground Floor, Half on Ground Floor, Jack & Jill, Primary (Stall Shower(s)), Shower Over Tub, Skylight, 2+ Stall Shower, Steam Shower, Stone","Breakfast Nook, Eat in Kitchen, Formal Dining Room","Inside, Upper Floor","Carpet, Hardwood, Tile, Travertine","Ceiling Fan, Central Forced Air, Multi-Zone","Central Forced Air (Gas), Heating (2+ Zones)",Public Utilities,2.0,8,8,10,2.5,1453.0,7116817.0,51262.0,14,Somewhat bikeable,10,Car-dependent,Extreme,Moderate,Moderate,Minimal,"Places5 groceries, 21 restaurants, 4 parksTransit27, 61","Sep 11, 2023",Listed (Active)MLSListings #ML81938342,7250000.0,"Oct 23, 2003",Listing RemovedMLSListings #ML80350039,NA,"Sep 3, 2003",ListedMLSListings #ML80350039,895000.0,,,,,,,https://www.redfin.com/CA/Los-Gatos/15985-Shannon-Rd-95032/home/1469047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,17020 Los Cerritos,Los Gatos,CA,95030,5995000,5.0,4.5,LOS GATOS,4683.0,111333.0,1973.0,19.0,1280.0,,Active,,,https://www.redfin.com/CA/Los-Gatos/17020-Los-Cerritos-95030/home/1182117,MLSListings,ML81941432,N,Y,37.2208376,-121.961042,"Attached Garage, Electric Gate, Gate/Door Opener, Parking Area, Room for Oversized Vehicle",2.0,"Double Sinks, Full on Ground Floor, Half on Ground Floor, Marble, Primary - Oversized Tub, Primary (Stall Shower(s)), Primary (Tub w/ Jets), Shower Over Tub, Skylight, Stall Shower","Breakfast Bar, Breakfast Nook, Breakfast Room, Eat in Kitchen, Formal Dining Room, Skylight(s)","Dryer, Electricity Hookup (220V), Hookup (Gas Dryer), In Utility Room, Inside, Tub/Sink, Upper Floor, Washer, Washer/Dryer","Carpet, Marble, Tile, Wood","Ceiling Fan, Central Forced Air, Multi-Zone","Central Forced Air, Central Forced Air (Gas), Gas, Heating (2+ Zones), Radiant Floors",Public Utilities,,8,8,10,2.5,1280.0,6000927.0,42388.0,18,Somewhat bikeable,1,Car-dependent,Minimal,Moderate,Moderate,Minimal,"Places2 groceries, 15 restaurants, 8 parksTransit27, 61","Sep 11, 2023",Listed (Active)MLSListings #ML81941432,5995000.0,,,,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/17020-Los-Cerritos-95030/home/1182117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
